"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Beverages, spirits, & vinegar",422,"Wine",42204,"Foodstuffs",4,41632148,2006
"Beverages, spirits, & vinegar",422,"Vermouth",42205,"Foodstuffs",4,1338428,2006
"Beverages, spirits, & vinegar",422,"Other Fermented Beverages",42206,"Foodstuffs",4,1779715,2006
"Beverages, spirits, & vinegar",422,"Alcohol > 80% ABV",42207,"Foodstuffs",4,64748686,2006
"Beverages, spirits, & vinegar",422,"Hard Liquor",42208,"Foodstuffs",4,196296004,2006
"Beverages, spirits, & vinegar",422,"Vinegar",42209,"Foodstuffs",4,645435,2006
"Food residues & wastes; animal fodder",423,"Animal Meal and Pellets",42301,"Foodstuffs",4,13078812,2006
"Food residues & wastes; animal fodder",423,"Bran",42302,"Foodstuffs",4,2689861,2006
"Food residues & wastes; animal fodder",423,"Starch Residue",42303,"Foodstuffs",4,898075,2006
"Food residues & wastes; animal fodder",423,"Soybean Meal",42304,"Foodstuffs",4,159270210,2006
"Food residues & wastes; animal fodder",423,"Other Vegetable Residues",42306,"Foodstuffs",4,379806,2006
"Food residues & wastes; animal fodder",423,"Wine Lees",42307,"Foodstuffs",4,32000,2006
"Food residues & wastes; animal fodder",423,"Other Vegetable Residues and Waste",42308,"Foodstuffs",4,45549,2006
"Food residues & wastes; animal fodder",423,"Animal Food",42309,"Foodstuffs",4,47612614,2006
"Tobacco & substitutes",424,"Raw Tobacco",42401,"Foodstuffs",4,18721750,2006
"Tobacco & substitutes",424,"Rolled Tobacco",42402,"Foodstuffs",4,1332050,2006
"Tobacco & substitutes",424,"Processed Tobacco",42403,"Foodstuffs",4,5072842,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Salt",52501,"Mineral Products",5,553425,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Iron Pyrites",52502,"Mineral Products",5,101430,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Sulphur",52503,"Mineral Products",5,1593098,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Graphite",52504,"Mineral Products",5,1072944,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Sand",52505,"Mineral Products",5,1187902,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Quartz",52506,"Mineral Products",5,55803,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Kaolin",52507,"Mineral Products",5,4858978,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Clays",52508,"Mineral Products",5,7526383,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Chalk",52509,"Mineral Products",5,1893217,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Calcium Phosphates",52510,"Mineral Products",5,9828404,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Barium Sulphate",52511,"Mineral Products",5,5673964.999999999,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Siliceous Fossil Meals",52512,"Mineral Products",5,252658,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Pumice",52513,"Mineral Products",5,215952,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Slate",52514,"Mineral Products",5,210882,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Marble, Travertine and Alabaster",52515,"Mineral Products",5,2980396,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Granite",52516,"Mineral Products",5,337515,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Gravel and Crushed Stone",52517,"Mineral Products",5,1383380,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Dolomite",52518,"Mineral Products",5,5264576,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Magnesium Carbonate",52519,"Mineral Products",5,6520527,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Gypsum",52520,"Mineral Products",5,5126430,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Quicklime",52522,"Mineral Products",5,349370,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Cement",52523,"Mineral Products",5,2709243,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Asbestos",52524,"Mineral Products",5,431071.99999999994,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Mica",52525,"Mineral Products",5,192762,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Soapstone",52526,"Mineral Products",5,2104489,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Borax",52528,"Mineral Products",5,133757,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Feldspar",52529,"Mineral Products",5,334725,2006
"Salt, sulphur, cement, lime, stone, & plaster",525,"Other Mineral",52530,"Mineral Products",5,2615638,2006
"Ores, slag and ash",526,"Iron Ore",52601,"Mineral Products",5,57341273,2006
"Ores, slag and ash",526,"Manganese Ore",52602,"Mineral Products",5,3294827,2006
"Ores, slag and ash",526,"Copper Ore",52603,"Mineral Products",5,6217.000000000001,2006
"Ores, slag and ash",526,"Nickel Ore",52604,"Mineral Products",5,107,2006
"Ores, slag and ash",526,"Cobalt Ore",52605,"Mineral Products",5,40000,2006
"Ores, slag and ash",526,"Aluminium Ore",52606,"Mineral Products",5,2539678,2006
"Ores, slag and ash",526,"Lead Ore",52607,"Mineral Products",5,30115,2006
"Ores, slag and ash",526,"Tin Ores",52609,"Mineral Products",5,210,2006
"Ores, slag and ash",526,"Chromium Ore",52610,"Mineral Products",5,577029,2006
"Ores, slag and ash",526,"Tungsten Ore",52611,"Mineral Products",5,33091,2006
"Ores, slag and ash",526,"Molybdenum Ore",52613,"Mineral Products",5,52968,2006
"Ores, slag and ash",526,"Titanium Ore",52614,"Mineral Products",5,235334,2006
"Ores, slag and ash",526,"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,"Mineral Products",5,1203443,2006
"Ores, slag and ash",526,"Precious Metal Ore",52616,"Mineral Products",5,30502.000000000004,2006
"Ores, slag and ash",526,"Other Ores",52617,"Mineral Products",5,335208,2006
"Ores, slag and ash",526,"Granulated Slag",52618,"Mineral Products",5,457297,2006
"Ores, slag and ash",526,"Slag Dross",52619,"Mineral Products",5,40040,2006
"Ores, slag and ash",526,"Other Slag and Ash",52621,"Mineral Products",5,315988,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Briquettes",52701,"Mineral Products",5,7332053,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Lignite",52702,"Mineral Products",5,1498184,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Peat",52703,"Mineral Products",5,500185,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Coke",52704,"Mineral Products",5,4885175,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Non-Petroleum Gas",52705,"Mineral Products",5,1007.9999999999999,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Tar",52706,"Mineral Products",5,496968,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Coal Tar Oil",52707,"Mineral Products",5,4799196,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Pitch Coke",52708,"Mineral Products",5,21991450,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Crude Petroleum",52709,"Mineral Products",5,790.9999999999999,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Refined Petroleum",52710,"Mineral Products",5,461896874.99999994,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Gas",52711,"Mineral Products",5,803077,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Jelly",52712,"Mineral Products",5,11564189,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Petroleum Coke",52713,"Mineral Products",5,85688142,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Bitumen and asphalt",52714,"Mineral Products",5,1075470,2006
"Mineral fuels, mineral oils and products of their distillation",527,"Asphalt Mixtures",52715,"Mineral Products",5,198931,2006
"Inorganic chemicals",628,"Halogens",62801,"Chemical Products",6,501430,2006
"Inorganic chemicals",628,"Sulfur",62802,"Chemical Products",6,590,2006
"Inorganic chemicals",628,"Carbon",62803,"Chemical Products",6,1502913,2006
"Inorganic chemicals",628,"Hydrogen",62804,"Chemical Products",6,4480775,2006
"Inorganic chemicals",628,"Alkaline Metals",62805,"Chemical Products",6,97653,2006
"Inorganic chemicals",628,"Hydrochloric Acid",62806,"Chemical Products",6,363336,2006
"Inorganic chemicals",628,"Sulfuric Acid",62807,"Chemical Products",6,3959228,2006
"Inorganic chemicals",628,"Nitric Acids",62808,"Chemical Products",6,33094,2006
"Inorganic chemicals",628,"Phosphoric Acid",62809,"Chemical Products",6,2434571,2006
"Inorganic chemicals",628,"Boron",62810,"Chemical Products",6,569393,2006
"Inorganic chemicals",628,"Other Inorganic Acids",62811,"Chemical Products",6,5250959,2006
"Inorganic chemicals",628,"Halides",62812,"Chemical Products",6,168458.99999999997,2006
"Inorganic chemicals",628,"Nonmetal Sulfides",62813,"Chemical Products",6,79163,2006
"Inorganic chemicals",628,"Ammonia",62814,"Chemical Products",6,1936,2006
"Inorganic chemicals",628,"Sodium or Potassium Peroxides",62815,"Chemical Products",6,46447883,2006
"Inorganic chemicals",628,"Magnesium Hydroxide and Peroxide",62816,"Chemical Products",6,116566.00000000001,2006
"Inorganic chemicals",628,"Zinc Oxide and Peroxide",62817,"Chemical Products",6,2312946,2006
"Inorganic chemicals",628,"Aluminium Oxide",62818,"Chemical Products",6,3571227,2006
"Inorganic chemicals",628,"Chromium Oxides and Hydroxides",62819,"Chemical Products",6,583273,2006
"Inorganic chemicals",628,"Manganese Oxides",62820,"Chemical Products",6,315306,2006
"Inorganic chemicals",628,"Iron Oxides and Hydroxides",62821,"Chemical Products",6,1268061,2006
"Inorganic chemicals",628,"Cobalt Oxides and Hydroxides",62822,"Chemical Products",6,948887,2006
"Inorganic chemicals",628,"Titanium Oxides",62823,"Chemical Products",6,2116155,2006
"Inorganic chemicals",628,"Lead Oxides",62824,"Chemical Products",6,2504814.9999999995,2006
"Inorganic chemicals",628,"Inorganic Salts",62825,"Chemical Products",6,3454524,2006
"Inorganic chemicals",628,"Fluorides",62826,"Chemical Products",6,32243024,2006
"Inorganic chemicals",628,"Chlorides",62827,"Chemical Products",6,2340275,2006
"Inorganic chemicals",628,"Hypochlorites",62828,"Chemical Products",6,1810436,2006
"Inorganic chemicals",628,"Chlorates and Perchlorates",62829,"Chemical Products",6,796122,2006
"Inorganic chemicals",628,"Sulfides",62830,"Chemical Products",6,917452,2006
"Inorganic chemicals",628,"Dithionites and Sulfoxylates",62831,"Chemical Products",6,506535,2006
"Inorganic chemicals",628,"Sulfites",62832,"Chemical Products",6,1829707,2006
"Inorganic chemicals",628,"Sulfates",62833,"Chemical Products",6,11587747,2006
"Inorganic chemicals",628,"Nitrites and Nitrates",62834,"Chemical Products",6,1108366,2006
"Inorganic chemicals",628,"Phosphinates (hypophosphites) and phosphonates (phosphites)",62835,"Chemical Products",6,29874613,2006
"Inorganic chemicals",628,"Carbonates",62836,"Chemical Products",6,40686951,2006
"Inorganic chemicals",628,"Cyanides",62837,"Chemical Products",6,2285914,2006
"Inorganic chemicals",628,"Fulminates",62838,"Chemical Products",6,226360,2006
"Inorganic chemicals",628,"Silicates",62839,"Chemical Products",6,2614958,2006
"Inorganic chemicals",628,"Borates",62840,"Chemical Products",6,1098967,2006
"Inorganic chemicals",628,"Oxometallic or Peroxometallic Acid Salts",62841,"Chemical Products",6,2320320,2006
"Inorganic chemicals",628,"Other Inorganic Acids Salts",62842,"Chemical Products",6,738939,2006
"Inorganic chemicals",628,"Precious Metal Compounds",62843,"Chemical Products",6,4204440,2006
"Inorganic chemicals",628,"Radioactive Chemicals",62844,"Chemical Products",6,3121601,2006
"Inorganic chemicals",628,"Other Isotopes",62845,"Chemical Products",6,10730,2006
"Inorganic chemicals",628,"Rare-Earth Metal Compounds",62846,"Chemical Products",6,28826,2006
"Inorganic chemicals",628,"Hydrogen peroxide",62847,"Chemical Products",6,1026069,2006
"Inorganic chemicals",628,"Phosphides",62848,"Chemical Products",6,45526.00000000001,2006
"Inorganic chemicals",628,"Carbides",62849,"Chemical Products",6,3861669,2006
"Inorganic chemicals",628,"Hydrides and other anions",62850,"Chemical Products",6,10633,2006
"Inorganic chemicals",628,"Inorganic Compounds",62851,"Chemical Products",6,30867,2006
"Organic chemicals",629,"Acyclic Hydrocarbons",62901,"Chemical Products",6,47976697,2006
"Organic chemicals",629,"Cyclic Hydrocarbons",62902,"Chemical Products",6,65912615,2006
"Organic chemicals",629,"Halogenated Hydrocarbons",62903,"Chemical Products",6,15461999,2006
"Organic chemicals",629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,"Chemical Products",6,7475285,2006
"Organic chemicals",629,"Acyclic Alcohols",62905,"Chemical Products",6,28928925,2006
"Organic chemicals",629,"Cyclic Alcohols",62906,"Chemical Products",6,1134476,2006
"Organic chemicals",629,"Phenols",62907,"Chemical Products",6,6259760,2006
"Organic chemicals",629,"Phenol Derivatives",62908,"Chemical Products",6,1092421,2006
"Organic chemicals",629,"Ethers",62909,"Chemical Products",6,550338476,2006
"Organic chemicals",629,"Epoxides",62910,"Chemical Products",6,6655923,2006
"Organic chemicals",629,"Acetals and Hemiacetals",62911,"Chemical Products",6,766,2006
"Organic chemicals",629,"Aldehydes",62912,"Chemical Products",6,1660286,2006
"Organic chemicals",629,"Aldehyde Derivatives",62913,"Chemical Products",6,9501,2006
"Organic chemicals",629,"Ketones and Quinones",62914,"Chemical Products",6,9546246,2006
"Organic chemicals",629,"Saturated Acyclic Monocarboxylic Acids",62915,"Chemical Products",6,26930123,2006
"Organic chemicals",629,"Unsaturated Acyclic Monocarboxylic Acids",62916,"Chemical Products",6,17918293,2006
"Organic chemicals",629,"Polycarboxylic Acids",62917,"Chemical Products",6,15348144,2006
"Organic chemicals",629,"Carboxylic Acids",62918,"Chemical Products",6,17371759,2006
"Organic chemicals",629,"Phosphoric Esters and Salts",62919,"Chemical Products",6,758384,2006
"Organic chemicals",629,"Other Esters",62920,"Chemical Products",6,4588897,2006
"Organic chemicals",629,"Amine Compounds",62921,"Chemical Products",6,15454248,2006
"Organic chemicals",629,"Oxygen Amino Compounds",62922,"Chemical Products",6,29013490,2006
"Organic chemicals",629,"Quaternary Ammonium Salts and Hydroxides",62923,"Chemical Products",6,5987080,2006
"Organic chemicals",629,"Carboxyamide Compounds",62924,"Chemical Products",6,9304710,2006
"Organic chemicals",629,"Carboxyimide Compounds",62925,"Chemical Products",6,1173310,2006
"Organic chemicals",629,"Nitrile Compounds",62926,"Chemical Products",6,3073588,2006
"Organic chemicals",629,"Diazo, Azo or Aoxy Compounds",62927,"Chemical Products",6,561873,2006
"Organic chemicals",629,"Hydrazine or Hydroxylamine Derivatives",62928,"Chemical Products",6,380028,2006
"Organic chemicals",629,"Other Nitrogen Compounds",62929,"Chemical Products",6,32035199,2006
"Organic chemicals",629,"Organo-Sulfur Compounds",62930,"Chemical Products",6,18609418,2006
"Organic chemicals",629,"Other Organo-Inorganic Compounds",62931,"Chemical Products",6,12911891,2006
"Organic chemicals",629,"Oxygen Heterocyclic Compounds",62932,"Chemical Products",6,7957441,2006
"Organic chemicals",629,"Nitrogen Heterocyclic Compounds",62933,"Chemical Products",6,52489714,2006
"Organic chemicals",629,"Nucleic Acids",62934,"Chemical Products",6,14468408,2006
"Organic chemicals",629,"Sulfonamides",62935,"Chemical Products",6,4155541,2006
"Organic chemicals",629,"Vitamins",62936,"Chemical Products",6,23687731,2006
"Organic chemicals",629,"Hormones",62937,"Chemical Products",6,4412372,2006
"Organic chemicals",629,"Glycosides",62938,"Chemical Products",6,1141112,2006
"Organic chemicals",629,"Vegetable Alkaloids",62939,"Chemical Products",6,6710172,2006
"Organic chemicals",629,"Chemically Pure Sugars",62940,"Chemical Products",6,1727253,2006
"Organic chemicals",629,"Antibiotics",62941,"Chemical Products",6,44491002,2006
"Organic chemicals",629,"Other Organic Compounds",62942,"Chemical Products",6,1387793,2006
"Pharmaceutical products",630,"Glands and Other Organs",63001,"Chemical Products",6,3346655,2006
"Pharmaceutical products",630,"Vaccines, blood, antisera, toxins and cultures",63002,"Chemical Products",6,124633621,2006
"Pharmaceutical products",630,"Unpackaged Medicaments",63003,"Chemical Products",6,21983049,2006
"Pharmaceutical products",630,"Packaged Medicaments",63004,"Chemical Products",6,879929965,2006
"Pharmaceutical products",630,"Bandages",63005,"Chemical Products",6,10980148,2006
"Pharmaceutical products",630,"Special Pharmaceuticals",63006,"Chemical Products",6,40806494,2006
"Fertilizers",631,"Animal or Vegetable Fertilizers",63101,"Chemical Products",6,1882708.9999999998,2006
"Fertilizers",631,"Nitrogenous Fertilizers",63102,"Chemical Products",6,10110303,2006
"Fertilizers",631,"Phosphatic Fertilizers",63103,"Chemical Products",6,295457,2006
"Fertilizers",631,"Potassic Fertilizers",63104,"Chemical Products",6,44356647,2006
"Fertilizers",631,"Mixed Mineral or Chemical Fertilizers",63105,"Chemical Products",6,49577149,2006
"Paints, dyes, & varnishes",632,"Vegetable Tanning Extracts",63201,"Chemical Products",6,673390,2006
"Paints, dyes, & varnishes",632,"Synthetic Tanning Extracts",63202,"Chemical Products",6,2472022,2006
"Paints, dyes, & varnishes",632,"Vegetable or Animal Dyes",63203,"Chemical Products",6,2602126,2006
"Paints, dyes, & varnishes",632,"Synthetic Coloring Matter",63204,"Chemical Products",6,23609903,2006
"Paints, dyes, & varnishes",632,"Lake Pigments",63205,"Chemical Products",6,2254785,2006
"Paints, dyes, & varnishes",632,"Other Coloring Matter",63206,"Chemical Products",6,38854296,2006
"Paints, dyes, & varnishes",632,"Prepared Pigments",63207,"Chemical Products",6,8010581,2006
"Paints, dyes, & varnishes",632,"Nonaqueous Paints",63208,"Chemical Products",6,26047392,2006
"Paints, dyes, & varnishes",632,"Aqueous Paints",63209,"Chemical Products",6,10303284,2006
"Paints, dyes, & varnishes",632,"Other Paints",63210,"Chemical Products",6,2071964,2006
"Paints, dyes, & varnishes",632,"Prepared Paint Driers",63211,"Chemical Products",6,1327443,2006
"Paints, dyes, & varnishes",632,"Nonaqueous Pigments",63212,"Chemical Products",6,11283893,2006
"Paints, dyes, & varnishes",632,"Artistry Paints",63213,"Chemical Products",6,771241,2006
"Paints, dyes, & varnishes",632,"Glaziers Putty",63214,"Chemical Products",6,8679956,2006
"Paints, dyes, & varnishes",632,"Ink",63215,"Chemical Products",6,36603121,2006
"Perfumery & cosmetics",633,"Essential Oils",63301,"Chemical Products",6,4753158,2006
"Perfumery & cosmetics",633,"Scented Mixtures",63302,"Chemical Products",6,60432211,2006
"Perfumery & cosmetics",633,"Perfumes",63303,"Chemical Products",6,48523750,2006
"Perfumery & cosmetics",633,"Beauty Products",63304,"Chemical Products",6,65520669,2006
"Perfumery & cosmetics",633,"Hair Products",63305,"Chemical Products",6,85328874,2006
"Perfumery & cosmetics",633,"Dental Products",63306,"Chemical Products",6,17772531,2006
"Perfumery & cosmetics",633,"Shaving Products",63307,"Chemical Products",6,42896317,2006
"Soap, cleaners, candles, dental, modelling pastes",634,"Soap",63401,"Chemical Products",6,39401543,2006
"Soap, cleaners, candles, dental, modelling pastes",634,"Cleaning Products",63402,"Chemical Products",6,40327318,2006
"Soap, cleaners, candles, dental, modelling pastes",634,"Lubricating Products",63403,"Chemical Products",6,13691594,2006
"Soap, cleaners, candles, dental, modelling pastes",634,"Waxes",63404,"Chemical Products",6,6914741,2006
"Soap, cleaners, candles, dental, modelling pastes",634,"Polishes and Creams",63405,"Chemical Products",6,11799462,2006
"Soap, cleaners, candles, dental, modelling pastes",634,"Candles",63406,"Chemical Products",6,2353679,2006
"Soap, cleaners, candles, dental, modelling pastes",634,"Pastes and Waxes",63407,"Chemical Products",6,788004,2006
"Glues, starches, & albuminoid products",635,"Casein",63501,"Chemical Products",6,3747526,2006
"Glues, starches, & albuminoid products",635,"Water Soluble Proteins",63502,"Chemical Products",6,997715,2006
"Glues, starches, & albuminoid products",635,"Gelatin",63503,"Chemical Products",6,7717375,2006
"Glues, starches, & albuminoid products",635,"Peptones",63504,"Chemical Products",6,7973558,2006
"Glues, starches, & albuminoid products",635,"Dextrins",63505,"Chemical Products",6,2150638,2006
"Glues, starches, & albuminoid products",635,"Glues",63506,"Chemical Products",6,24146059,2006
"Glues, starches, & albuminoid products",635,"Enzymes",63507,"Chemical Products",6,12320996,2006
"Explosives, matches, & fireworks",636,"Propellant Powders",63601,"Chemical Products",6,1359510,2006
"Explosives, matches, & fireworks",636,"Prepared Explosives",63602,"Chemical Products",6,1851759,2006
"Explosives, matches, & fireworks",636,"Detonating Fuses",63603,"Chemical Products",6,2875931,2006
"Explosives, matches, & fireworks",636,"Fireworks",63604,"Chemical Products",6,4868890,2006
"Explosives, matches, & fireworks",636,"Matches",63605,"Chemical Products",6,17745,2006
"Explosives, matches, & fireworks",636,"Pyrophoric Alloys",63606,"Chemical Products",6,235219,2006
"Photo & movie goods",637,"Photographic Plates",63701,"Chemical Products",6,26759491,2006
"Photo & movie goods",637,"Photographic Film",63702,"Chemical Products",6,15358144,2006
"Photo & movie goods",637,"Photographic Paper",63703,"Chemical Products",6,11267493,2006
"Photo & movie goods",637,"Undeveloped Exposed Photographic Material",63704,"Chemical Products",6,39507,2006
"Photo & movie goods",637,"Developed Exposed Photographic Material",63705,"Chemical Products",6,382921,2006
"Photo & movie goods",637,"Motion-picture film, exposed and developed",63706,"Chemical Products",6,3310196,2006
"Photo & movie goods",637,"Photographic Chemicals",63707,"Chemical Products",6,8455483,2006
"Chemical products n.e.s.",638,"Artificial Graphite",63801,"Chemical Products",6,6360840,2006
"Chemical products n.e.s.",638,"Activated Carbon",63802,"Chemical Products",6,7825573,2006
"Chemical products n.e.s.",638,"Tall Oil",63803,"Chemical Products",6,295691,2006
"Chemical products n.e.s.",638,"Wood Pulp Lyes",63804,"Chemical Products",6,1144393,2006
"Chemical products n.e.s.",638,"Turpentine",63805,"Chemical Products",6,1554794,2006
"Chemical products n.e.s.",638,"Rosin",63806,"Chemical Products",6,3968485,2006
"Chemical products n.e.s.",638,"Wood Tar, Oils and Pitch",63807,"Chemical Products",6,134524,2006
"Chemical products n.e.s.",638,"Pesticides",63808,"Chemical Products",6,72052665,2006
"Chemical products n.e.s.",638,"Dyeing Finishing Agents",63809,"Chemical Products",6,7068371,2006
"Chemical products n.e.s.",638,"Metal Pickling Preparations",63810,"Chemical Products",6,4323524,2006
"Chemical products n.e.s.",638,"Antiknock",63811,"Chemical Products",6,59040558,2006
"Chemical products n.e.s.",638,"Prepared Rubber Accelerators",63812,"Chemical Products",6,6733640,2006
"Chemical products n.e.s.",638,"Fire Extinguishers Preparations",63813,"Chemical Products",6,1723867,2006
"Chemical products n.e.s.",638,"Organic Composite Solvents",63814,"Chemical Products",6,1179291,2006
"Chemical products n.e.s.",638,"Reaction and Catalytic Products",63815,"Chemical Products",6,103728101,2006
"Chemical products n.e.s.",638,"Refractory Cements",63816,"Chemical Products",6,5006186,2006
"Chemical products n.e.s.",638,"Alkylbenzenes and Alkylnaphthalenes",63817,"Chemical Products",6,3005390,2006
"Chemical products n.e.s.",638,"Disc Chemicals for Electronics",63818,"Chemical Products",6,216490,2006
"Chemical products n.e.s.",638,"Hydraulic Brake Fluid",63819,"Chemical Products",6,2843348,2006
"Chemical products n.e.s.",638,"Antifreeze",63820,"Chemical Products",6,2195824,2006
"Chemical products n.e.s.",638,"Micro-Organism Culture Preparations",63821,"Chemical Products",6,1702981,2006
"Chemical products n.e.s.",638,"Laboratory Reagents",63822,"Chemical Products",6,28669407,2006
"Chemical products n.e.s.",638,"Industrial Fatty Acids, Oils and Alcohols",63823,"Chemical Products",6,6746259,2006
"Chemical products n.e.s.",638,"Prepr binder for foundry",63824,"Chemical Products",6,44098064,2006
"Plastics & articles thereof",739,"Ethylene Polymers",73901,"Plastics and Rubbers",7,39013439,2006
"Plastics & articles thereof",739,"Propylene Polymers",73902,"Plastics and Rubbers",7,11446497,2006
"Plastics & articles thereof",739,"Styrene Polymers",73903,"Plastics and Rubbers",7,30815882,2006
"Plastics & articles thereof",739,"Vinyl Chloride Polymers",73904,"Plastics and Rubbers",7,26382663,2006
"Plastics & articles thereof",739,"Other Vinyl Polymers",73905,"Plastics and Rubbers",7,6937817,2006
"Plastics & articles thereof",739,"Acrylic Polymers",73906,"Plastics and Rubbers",7,40103987,2006
"Plastics & articles thereof",739,"Polyacetals",73907,"Plastics and Rubbers",7,138439622,2006
"Plastics & articles thereof",739,"Polyamides",73908,"Plastics and Rubbers",7,4750112,2006
"Plastics & articles thereof",739,"Amino-resins",73909,"Plastics and Rubbers",7,24083114,2006
"Plastics & articles thereof",739,"Silicone",73910,"Plastics and Rubbers",7,7080947,2006
"Plastics & articles thereof",739,"Petroleum Resins",73911,"Plastics and Rubbers",7,7167813,2006
"Plastics & articles thereof",739,"Cellulose",73912,"Plastics and Rubbers",7,46007087,2006
"Plastics & articles thereof",739,"Natural Polymers",73913,"Plastics and Rubbers",7,5250442,2006
"Plastics & articles thereof",739,"Polymer Ion-Exchangers",73914,"Plastics and Rubbers",7,2520345,2006
"Plastics & articles thereof",739,"Scrap Plastic",73915,"Plastics and Rubbers",7,320445,2006
"Plastics & articles thereof",739,"Monofilament",73916,"Plastics and Rubbers",7,3434458,2006
"Plastics & articles thereof",739,"Plastic Pipes",73917,"Plastics and Rubbers",7,52212839,2006
"Plastics & articles thereof",739,"Plastic Floor Coverings",73918,"Plastics and Rubbers",7,2909506,2006
"Plastics & articles thereof",739,"Self-adhesive Plastics",73919,"Plastics and Rubbers",7,35323127,2006
"Plastics & articles thereof",739,"Raw Plastic Sheeting",73920,"Plastics and Rubbers",7,89436252,2006
"Plastics & articles thereof",739,"Other Plastic Sheetings",73921,"Plastics and Rubbers",7,45763463,2006
"Plastics & articles thereof",739,"Plastic Wash Basins",73922,"Plastics and Rubbers",7,2301369,2006
"Plastics & articles thereof",739,"Plastic Lids",73923,"Plastics and Rubbers",7,99362142,2006
"Plastics & articles thereof",739,"Plastic Housewares",73924,"Plastics and Rubbers",7,34444208,2006
"Plastics & articles thereof",739,"Plastic Building Materials",73925,"Plastics and Rubbers",7,7683961,2006
"Plastics & articles thereof",739,"Other Plastic Products",73926,"Plastics and Rubbers",7,77569475,2006
"Rubber & articles thereof",740,"Rubber",74001,"Plastics and Rubbers",7,62455379,2006
"Rubber & articles thereof",740,"Synthetic Rubber",74002,"Plastics and Rubbers",7,75810915,2006
"Rubber & articles thereof",740,"Reclaimed Rubber",74003,"Plastics and Rubbers",7,1864739,2006
"Rubber & articles thereof",740,"Scrap Rubber",74004,"Plastics and Rubbers",7,165978,2006
"Rubber & articles thereof",740,"Compounded Unvulcanised Rubber",74005,"Plastics and Rubbers",7,4147114,2006
"Rubber & articles thereof",740,"Unvulcanised Rubber Products",74006,"Plastics and Rubbers",7,751958,2006
"Rubber & articles thereof",740,"Rubber Thread",74007,"Plastics and Rubbers",7,1000507,2006
"Rubber & articles thereof",740,"Rubber Sheets",74008,"Plastics and Rubbers",7,5705772,2006
"Rubber & articles thereof",740,"Rubber Pipes",74009,"Plastics and Rubbers",7,19427351,2006
"Rubber & articles thereof",740,"Rubber Belting",74010,"Plastics and Rubbers",7,31847583,2006
"Rubber & articles thereof",740,"Rubber Tires",74011,"Plastics and Rubbers",7,216583422,2006
"Rubber & articles thereof",740,"Used Rubber Tires",74012,"Plastics and Rubbers",7,4359322,2006
"Rubber & articles thereof",740,"Rubber Inner Tubes",74013,"Plastics and Rubbers",7,7897030,2006
"Rubber & articles thereof",740,"Pharmaceutical Rubber Products",74014,"Plastics and Rubbers",7,3554689,2006
"Rubber & articles thereof",740,"Rubber Apparel",74015,"Plastics and Rubbers",7,10732993,2006
"Rubber & articles thereof",740,"Other Rubber Products",74016,"Plastics and Rubbers",7,36619781,2006
