"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Special woven fabrics and tapestries",1158,"Metallic Fabric",115809,"Textiles",11,1073389,2009
"Special woven fabrics and tapestries",1158,"Embroidery",115810,"Textiles",11,2240924,2009
"Special woven fabrics and tapestries",1158,"Quilted Textiles",115811,"Textiles",11,77965019,2009
"Coated, covered, & laminated fabrics for industrial use",1159,"Gum Coated Textile Fabric",115901,"Textiles",11,427071,2009
"Coated, covered, & laminated fabrics for industrial use",1159,"Polyamide Fabric",115902,"Textiles",11,18501283,2009
"Coated, covered, & laminated fabrics for industrial use",1159,"Plastic Coated Textile Fabric",115903,"Textiles",11,46424287,2009
"Coated, covered, & laminated fabrics for industrial use",1159,"Linoleum",115904,"Textiles",11,141236,2009
"Coated, covered, & laminated fabrics for industrial use",1159,"Textile Wall Coverings",115905,"Textiles",11,6000883,2009
"Coated, covered, & laminated fabrics for industrial use",1159,"Rubber Textile Fabric",115906,"Textiles",11,3664340,2009
"Coated, covered, & laminated fabrics for industrial use",1159,"Coated Textile Fabric",115907,"Textiles",11,686747,2009
"Coated, covered, & laminated fabrics for industrial use",1159,"Textile Wicks",115908,"Textiles",11,291532,2009
"Coated, covered, & laminated fabrics for industrial use",1159,"Hose Piping Textiles",115909,"Textiles",11,5165371,2009
"Coated, covered, & laminated fabrics for industrial use",1159,"Conveyor Belt Textiles",115910,"Textiles",11,5510624,2009
"Coated, covered, & laminated fabrics for industrial use",1159,"Textiles for technical uses",115911,"Textiles",11,28381847,2009
"Knitted fabrics",1160,"Pile Fabric",116001,"Textiles",11,5955979,2009
"Knitted fabrics",1160,"Light Rubberized Knitted Fabric",116002,"Textiles",11,195895149,2009
"Knitted clothing accesories",1161,"Knit Men's Coats",116101,"Textiles",11,3141944,2009
"Knitted clothing accesories",1161,"Knit Women's Coats",116102,"Textiles",11,4450642,2009
"Knitted clothing accesories",1161,"Knit Men's Suits",116103,"Textiles",11,30099115,2009
"Knitted clothing accesories",1161,"Knit Women's Suits",116104,"Textiles",11,72964635,2009
"Knitted clothing accesories",1161,"Knit Men's Shirts",116105,"Textiles",11,43254133,2009
"Knitted clothing accesories",1161,"Knit Women's Shirts",116106,"Textiles",11,74257307,2009
"Knitted clothing accesories",1161,"Knit Men's Undergarments",116107,"Textiles",11,30976331,2009
"Knitted clothing accesories",1161,"Knit Women's Undergarments",116108,"Textiles",11,44954499,2009
"Knitted clothing accesories",1161,"Knit T-shirts",116109,"Textiles",11,155684950,2009
"Knitted clothing accesories",1161,"Knit Sweaters",116110,"Textiles",11,59216542,2009
"Knitted clothing accesories",1161,"Knit Babies' Garments",116111,"Textiles",11,12399228,2009
"Knitted clothing accesories",1161,"Knit Active Wear",116112,"Textiles",11,7536232,2009
"Knitted clothing accesories",1161,"Garments of Impregnated Fabric",116113,"Textiles",11,264607,2009
"Knitted clothing accesories",1161,"Other Knit Garments",116114,"Textiles",11,22142684,2009
"Knitted clothing accesories",1161,"Knit Socks and Hosiery",116115,"Textiles",11,19287273,2009
"Knitted clothing accesories",1161,"Knit Gloves",116116,"Textiles",11,7961702,2009
"Knitted clothing accesories",1161,"Other Knit Clothing Accessories",116117,"Textiles",11,7150880,2009
"Non-knitted clothing accesories",1162,"Non-Knit Men's Coats",116201,"Textiles",11,3133089,2009
"Non-knitted clothing accesories",1162,"Non-Knit Women's Coats",116202,"Textiles",11,4156598,2009
"Non-knitted clothing accesories",1162,"Non-Knit Men's Suits",116203,"Textiles",11,78015768,2009
"Non-knitted clothing accesories",1162,"Non-Knit Women's Suits",116204,"Textiles",11,117919437,2009
"Non-knitted clothing accesories",1162,"Non-Knit Men's Shirts",116205,"Textiles",11,31461910,2009
"Non-knitted clothing accesories",1162,"Non-Knit Women's Shirts",116206,"Textiles",11,36536980,2009
"Non-knitted clothing accesories",1162,"Non-Knit Men's Undergarments",116207,"Textiles",11,3251683,2009
"Non-knitted clothing accesories",1162,"Non-Knit Women's Undergarments",116208,"Textiles",11,7622248,2009
"Non-knitted clothing accesories",1162,"Non-Knit Babies' Garments",116209,"Textiles",11,15533669,2009
"Non-knitted clothing accesories",1162,"Felt or Coated Fabric Garments",116210,"Textiles",11,3943941,2009
"Non-knitted clothing accesories",1162,"Non-Knit Active Wear",116211,"Textiles",11,13022379,2009
"Non-knitted clothing accesories",1162,"Other Women's Undergarments",116212,"Textiles",11,36577986,2009
"Non-knitted clothing accesories",1162,"Handkerchiefs",116213,"Textiles",11,295137,2009
"Non-knitted clothing accesories",1162,"Scarves",116214,"Textiles",11,1282823,2009
"Non-knitted clothing accesories",1162,"Neck Ties",116215,"Textiles",11,1229769,2009
"Non-knitted clothing accesories",1162,"Non-Knit Gloves",116216,"Textiles",11,4009758,2009
"Non-knitted clothing accesories",1162,"Other Non-Knit Clothing Accessories",116217,"Textiles",11,8860970,2009
"Used clothes & textile articles",1163,"Blankets",116301,"Textiles",11,14107179,2009
"Used clothes & textile articles",1163,"House Linens",116302,"Textiles",11,88964272,2009
"Used clothes & textile articles",1163,"Window Dressings",116303,"Textiles",11,5588191,2009
"Used clothes & textile articles",1163,"Bedspreads",116304,"Textiles",11,6105696,2009
"Used clothes & textile articles",1163,"Packing Bags",116305,"Textiles",11,15425401,2009
"Used clothes & textile articles",1163,"Awnings, Tents, and Sails",116306,"Textiles",11,6874614,2009
"Used clothes & textile articles",1163,"Other Cloth Articles",116307,"Textiles",11,25655511,2009
"Used clothes & textile articles",1163,"Packaged Sewing Sets",116308,"Textiles",11,117899,2009
"Used clothes & textile articles",1163,"Used Clothing",116309,"Textiles",11,160585,2009
"Used clothes & textile articles",1163,"Textile Scraps",116310,"Textiles",11,212986,2009
"Footwear",1264,"Waterproof Footwear",126401,"Footwear and Headwear",12,12495571,2009
"Footwear",1264,"Rubber Footwear",126402,"Footwear and Headwear",12,221053039,2009
"Footwear",1264,"Leather Footwear",126403,"Footwear and Headwear",12,139962102,2009
"Footwear",1264,"Textile Footwear",126404,"Footwear and Headwear",12,63978879,2009
"Footwear",1264,"Other Footwear",126405,"Footwear and Headwear",12,17479192,2009
"Footwear",1264,"Footwear Parts",126406,"Footwear and Headwear",12,98109029,2009
"Headgear",1265,"Hat Forms",126501,"Footwear and Headwear",12,134425,2009
"Headgear",1265,"Hat Shapes",126502,"Footwear and Headwear",12,231775,2009
"Headgear",1265,"Felt Hats",126503,"Footwear and Headwear",12,91348,2009
"Headgear",1265,"Hats",126504,"Footwear and Headwear",12,256948,2009
"Headgear",1265,"Knitted Hats",126505,"Footwear and Headwear",12,10243116,2009
"Headgear",1265,"Other Headwear",126506,"Footwear and Headwear",12,6588045,2009
"Headgear",1265,"Headbands and Linings",126507,"Footwear and Headwear",12,462690,2009
"Umbrellas, walking sticks, & whips",1266,"Umbrellas",126601,"Footwear and Headwear",12,5151941,2009
"Umbrellas, walking sticks, & whips",1266,"Walking Sticks",126602,"Footwear and Headwear",12,485517,2009
"Umbrellas, walking sticks, & whips",1266,"Umbrella and Walking Stick Accessories",126603,"Footwear and Headwear",12,520305,2009
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Bird Skins and Feathers",126701,"Footwear and Headwear",12,521614,2009
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Artificial Vegetation",126702,"Footwear and Headwear",12,10288943,2009
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Processed Hair",126703,"Footwear and Headwear",12,934642,2009
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,"Fake Hair",126704,"Footwear and Headwear",12,947665,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Curbstones",136801,"Stone And Glass",13,287751,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Building Stone",136802,"Stone And Glass",13,51101266,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Worked Slate",136803,"Stone And Glass",13,1810496,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Milling Stones",136804,"Stone And Glass",13,12017748,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Abrasive Powder",136805,"Stone And Glass",13,13456286,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Rock Wool",136806,"Stone And Glass",13,1843321,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Asphalt",136807,"Stone And Glass",13,565487,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Vegetable Fiber",136808,"Stone And Glass",13,5727667,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Plaster Articles",136809,"Stone And Glass",13,5139229,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Cement Articles",136810,"Stone And Glass",13,5926849,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Asbestos Cement Articles",136811,"Stone And Glass",13,5794362,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Asbestos Fibres",136812,"Stone And Glass",13,2982201,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Friction Material",136813,"Stone And Glass",13,5320265,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Processed Mica",136814,"Stone And Glass",13,117525,2009
"Stone, plaster, cement, asbestos, mica.",1368,"Other Stone Articles",136815,"Stone And Glass",13,12842096,2009
"Ceramic products",1369,"Bricks",136901,"Stone And Glass",13,1628390.0000000002,2009
"Ceramic products",1369,"Refractory Bricks",136902,"Stone And Glass",13,61740247,2009
"Ceramic products",1369,"Refractory Ceramics",136903,"Stone And Glass",13,8650577,2009
"Ceramic products",1369,"Ceramic Bricks",136904,"Stone And Glass",13,7646647,2009
"Ceramic products",1369,"Roofing Tiles",136905,"Stone And Glass",13,18851787,2009
"Ceramic products",1369,"Ceramic Pipes",136906,"Stone And Glass",13,105051,2009
"Ceramic products",1369,"Unglazed Ceramics",136907,"Stone And Glass",13,19936480,2009
"Ceramic products",1369,"Glazed Ceramics",136908,"Stone And Glass",13,45238042,2009
"Ceramic products",1369,"Laboratory Ceramic Ware",136909,"Stone And Glass",13,6644498,2009
"Ceramic products",1369,"Bathroom Ceramics",136910,"Stone And Glass",13,27757628,2009
"Ceramic products",1369,"Porcelain Tableware",136911,"Stone And Glass",13,10316075,2009
"Ceramic products",1369,"Ceramic Tableware",136912,"Stone And Glass",13,8399209,2009
"Ceramic products",1369,"Ornamental Ceramics",136913,"Stone And Glass",13,3908368,2009
"Ceramic products",1369,"Other Ceramic Articles",136914,"Stone And Glass",13,1334565,2009
"Glass & glassware",1370,"Glass Scraps",137001,"Stone And Glass",13,18126,2009
"Glass & glassware",1370,"Glass Balls",137002,"Stone And Glass",13,1896714,2009
"Glass & glassware",1370,"Cast or Rolled Glass",137003,"Stone And Glass",13,2976960,2009
"Glass & glassware",1370,"Blown Glass",137004,"Stone And Glass",13,1045783,2009
"Glass & glassware",1370,"Float Glass",137005,"Stone And Glass",13,10016349,2009
"Glass & glassware",1370,"Glass with Edge Workings",137006,"Stone And Glass",13,365117,2009
"Glass & glassware",1370,"Safety Glass",137007,"Stone And Glass",13,81175565,2009
"Glass & glassware",1370,"Insulating Glass",137008,"Stone And Glass",13,59596,2009
"Glass & glassware",1370,"Glass Mirrors",137009,"Stone And Glass",13,10188018,2009
"Glass & glassware",1370,"Glass Bottles",137010,"Stone And Glass",13,10479816,2009
"Glass & glassware",1370,"Glass Bulbs",137011,"Stone And Glass",13,481095,2009
"Glass & glassware",1370,"Vacuum Flasks Glass Inners",137012,"Stone And Glass",13,3102,2009
"Glass & glassware",1370,"Interior Decorative Glassware",137013,"Stone And Glass",13,17460006,2009
"Glass & glassware",1370,"Signaling Glassware",137014,"Stone And Glass",13,1413444,2009
"Glass & glassware",1370,"Eyewear and Clock Glass",137015,"Stone And Glass",13,1400118,2009
"Glass & glassware",1370,"Glass Bricks",137016,"Stone And Glass",13,3640635,2009
"Glass & glassware",1370,"Laboratory Glassware",137017,"Stone And Glass",13,3770187,2009
"Glass & glassware",1370,"Glass Beads",137018,"Stone And Glass",13,2215340,2009
"Glass & glassware",1370,"Glass Fibers",137019,"Stone And Glass",13,9893242,2009
"Glass & glassware",1370,"Other Glass Articles",137020,"Stone And Glass",13,1384653,2009
"Precious stones, metals, & pearls",1471,"Pearls",147101,"Precious Metals",14,91052,2009
"Precious stones, metals, & pearls",1471,"Diamonds",147102,"Precious Metals",14,507177,2009
"Precious stones, metals, & pearls",1471,"Precious Stones",147103,"Precious Metals",14,150577,2009
"Precious stones, metals, & pearls",1471,"Synthetic Reconstructed Jewellery Stones",147104,"Precious Metals",14,734092,2009
"Precious stones, metals, & pearls",1471,"Precious Stone Dust",147105,"Precious Metals",14,43803,2009
"Precious stones, metals, & pearls",1471,"Silver",147106,"Precious Metals",14,890159,2009
"Precious stones, metals, & pearls",1471,"Silver Clad Metals",147107,"Precious Metals",14,12024,2009
"Precious stones, metals, & pearls",1471,"Gold",147108,"Precious Metals",14,117080,2009
"Precious stones, metals, & pearls",1471,"Gold Clad Metals",147109,"Precious Metals",14,13030,2009
"Precious stones, metals, & pearls",1471,"Platinum",147110,"Precious Metals",14,7748929.000000001,2009
"Precious stones, metals, & pearls",1471,"Platinum Clad Metals",147111,"Precious Metals",14,209,2009
"Precious stones, metals, & pearls",1471,"Precious Metal Scraps",147112,"Precious Metals",14,10272,2009
"Precious stones, metals, & pearls",1471,"Jewellery",147113,"Precious Metals",14,26261102,2009
"Precious stones, metals, & pearls",1471,"Metal-Clad Products",147114,"Precious Metals",14,766898,2009
"Precious stones, metals, & pearls",1471,"Other Precious Metal Products",147115,"Precious Metals",14,359539,2009
"Precious stones, metals, & pearls",1471,"Pearl Products",147116,"Precious Metals",14,641403,2009
"Precious stones, metals, & pearls",1471,"Imitation Jewellery",147117,"Precious Metals",14,25751367,2009
"Precious stones, metals, & pearls",1471,"Coin",147118,"Precious Metals",14,23120,2009
"Iron & steel",1572,"Pig Iron",157201,"Metals",15,950755,2009
"Iron & steel",1572,"Ferroalloys",157202,"Metals",15,17357877,2009
"Iron & steel",1572,"Iron Reductions",157203,"Metals",15,93064.99999999999,2009
"Iron & steel",1572,"Scrap Iron",157204,"Metals",15,2676705,2009
"Iron & steel",1572,"Iron Powder",157205,"Metals",15,2489663,2009
"Iron & steel",1572,"Iron Ingots",157206,"Metals",15,970893,2009
"Iron & steel",1572,"Semi-Finished Iron",157207,"Metals",15,11836565,2009
"Iron & steel",1572,"Hot-Rolled Iron",157208,"Metals",15,91981417,2009
"Iron & steel",1572,"Cold-Rolled Iron",157209,"Metals",15,2336837,2009
"Iron & steel",1572,"Coated Flat-Rolled Iron",157210,"Metals",15,28948873,2009
"Iron & steel",1572,"Large Flat-Rolled Iron",157211,"Metals",15,2836278,2009
"Iron & steel",1572,"Large Coated Flat-Rolled Iron",157212,"Metals",15,2840086,2009
"Iron & steel",1572,"Hot-Rolled Iron Bars",157213,"Metals",15,2265290,2009
"Iron & steel",1572,"Raw Iron Bars",157214,"Metals",15,6022488,2009
"Iron & steel",1572,"Other Iron Bars",157215,"Metals",15,7698325,2009
"Iron & steel",1572,"Iron Blocks",157216,"Metals",15,23712168,2009
"Iron & steel",1572,"Iron Wire",157217,"Metals",15,10957318,2009
"Iron & steel",1572,"Stainless Steel Ingots",157218,"Metals",15,331083,2009
"Iron & steel",1572,"Large Flat-Rolled Stainless Steel",157219,"Metals",15,20868677,2009
"Iron & steel",1572,"Flat-Rolled Stainless Steel",157220,"Metals",15,1802622,2009
"Iron & steel",1572,"Hot-Rolled Stainless Steel Bars",157221,"Metals",15,352116,2009
"Iron & steel",1572,"Other Stainless Steel Bars",157222,"Metals",15,9049674,2009
"Iron & steel",1572,"Stainless Steel Wire",157223,"Metals",15,1261261,2009
"Iron & steel",1572,"Steel Ingots",157224,"Metals",15,2556313,2009
"Iron & steel",1572,"Flat Flat-Rolled Steel",157225,"Metals",15,98672925.00000001,2009
"Iron & steel",1572,"Flat-Rolled Iron",157226,"Metals",15,4767554,2009
"Iron & steel",1572,"Steel Bars",157227,"Metals",15,1570444,2009
"Iron & steel",1572,"Other Steel Bars",157228,"Metals",15,18651609,2009
"Iron & steel",1572,"Steel Wire",157229,"Metals",15,3545766,2009
"Iron or steel articles",1573,"Iron Sheet Piling",157301,"Metals",15,4252343,2009
"Iron or steel articles",1573,"Iron Railway Products",157302,"Metals",15,6410928,2009
"Iron or steel articles",1573,"Cast Iron Pipes",157303,"Metals",15,587485,2009
"Iron or steel articles",1573,"Iron Pipes",157304,"Metals",15,308130094,2009
"Iron or steel articles",1573,"Other Large Iron Pipes",157305,"Metals",15,80608499,2009
"Iron or steel articles",1573,"Other Small Iron Pipes",157306,"Metals",15,84605636,2009
"Iron or steel articles",1573,"Iron Pipe Fittings",157307,"Metals",15,72185723,2009
"Iron or steel articles",1573,"Iron Structures",157308,"Metals",15,78383183,2009
"Iron or steel articles",1573,"Large Iron Containers",157309,"Metals",15,18302601,2009
"Iron or steel articles",1573,"Small Iron Containers",157310,"Metals",15,6542499,2009
"Iron or steel articles",1573,"Iron Gas Containers",157311,"Metals",15,37540156,2009
